╔═══════════════════════════════════════════════════════════════════╗
║  Aurora MySQL vs PostgreSQL — 30-Minute Stress Test             ║
║  Instance: db.r7g.4xlarge | 1 Writer + 2 Readers per engine    ║
║  Rates: 200 400 1000 MB/s | Duration: 240s per test         ║
║  Started: Thu Mar 12 04:12:45 UTC 2026                               ║
╚═══════════════════════════════════════════════════════════════════╝

Checking connectivity...
  PG Writer: OK
  PG Reader: OK
  MySQL Writer: OK
  MySQL Reader: OK

━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
  TESTING AT 200 MB/s
━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━

>>> postgresql @ 200 MB/s (240s)

[2026-03-12T04:12:45.755056] Starting postgresql benchmark at 200 MB/s with 16 workers for 240s
[PostgreSQL] Created benchmark_data on aurora-bench-pg.cluster-chmyywwu8h83.us-east-2.rds.amazonaws.com

==========================================================================================
  POSTGRESQL BENCHMARK  |  Target: 200 MB/s  |  Duration: 240s
==========================================================================================
  Time |  Instant MB/s |   Avg MB/s |     Rows/s |    Total Rows |  Total GB |  Errors
   11s |       95.4 MB/s |    98.5 MB/s |     85,000 |       965,000 |    1.06 GB |       0
   12s |      101.0 MB/s |    98.7 MB/s |     90,000 |     1,055,000 |    1.16 GB |       0
   13s |       89.8 MB/s |    98.0 MB/s |     80,000 |     1,135,000 |    1.24 GB |       0
   14s |       95.4 MB/s |    97.8 MB/s |     85,000 |     1,220,000 |    1.34 GB |       0
   15s |       84.2 MB/s |    96.9 MB/s |     75,000 |     1,295,000 |    1.42 GB |       0
   16s |       95.4 MB/s |    96.8 MB/s |     85,000 |     1,380,000 |    1.51 GB |       0
   17s |       84.2 MB/s |    96.0 MB/s |     75,000 |     1,455,000 |    1.59 GB |       0
   18s |      123.5 MB/s |    97.6 MB/s |    110,000 |     1,565,000 |    1.72 GB |       0
   19s |      162.7 MB/s |   101.0 MB/s |    145,000 |     1,710,000 |    1.87 GB |       0
   20s |       11.2 MB/s |    96.5 MB/s |     10,000 |     1,720,000 |    1.89 GB |       0
   21s |      179.6 MB/s |   100.5 MB/s |    160,000 |     1,880,000 |    2.06 GB |       0
   22s |       50.5 MB/s |    98.2 MB/s |     45,000 |     1,925,000 |    2.11 GB |       0
   23s |       73.0 MB/s |    97.1 MB/s |     65,000 |     1,990,000 |    2.18 GB |       0
   24s |       89.8 MB/s |    96.8 MB/s |     80,000 |     2,070,000 |    2.27 GB |       0
   25s |       89.8 MB/s |    96.5 MB/s |     80,000 |     2,150,000 |    2.36 GB |       0
   26s |      134.7 MB/s |    98.0 MB/s |    120,000 |     2,270,000 |    2.49 GB |       0
   27s |       95.4 MB/s |    97.9 MB/s |     85,000 |     2,355,000 |    2.58 GB |       0
   28s |       50.5 MB/s |    96.2 MB/s |     45,000 |     2,400,000 |    2.63 GB |       0
   29s |      145.9 MB/s |    97.9 MB/s |    130,000 |     2,530,000 |    2.77 GB |       0
   30s |      112.2 MB/s |    98.4 MB/s |    100,000 |     2,630,000 |    2.88 GB |       0
   31s |      101.0 MB/s |    98.5 MB/s |     90,000 |     2,720,000 |    2.98 GB |       0
   32s |      174.0 MB/s |   100.8 MB/s |    155,000 |     2,875,000 |    3.15 GB |       0
   33s |      117.8 MB/s |   101.3 MB/s |    105,000 |     2,980,000 |    3.27 GB |       0
   34s |      123.5 MB/s |   102.0 MB/s |    110,000 |     3,090,000 |    3.39 GB |       0
   35s |      162.7 MB/s |   103.7 MB/s |    145,000 |     3,235,000 |    3.55 GB |       0
   36s |      134.7 MB/s |   104.6 MB/s |    120,000 |     3,355,000 |    3.68 GB |       0
   37s |      123.5 MB/s |   105.1 MB/s |    110,000 |     3,465,000 |    3.80 GB |       0
   38s |      168.4 MB/s |   106.8 MB/s |    150,000 |     3,615,000 |    3.96 GB |       0
   39s |      129.1 MB/s |   107.3 MB/s |    115,000 |     3,730,000 |    4.09 GB |       0
   40s |      123.5 MB/s |   107.7 MB/s |    110,000 |     3,840,000 |    4.21 GB |       0
   41s |      168.4 MB/s |   109.2 MB/s |    150,000 |     3,990,000 |    4.37 GB |       0
   42s |       33.7 MB/s |   107.4 MB/s |     30,000 |     4,020,000 |    4.41 GB |       0
   43s |      145.9 MB/s |   108.3 MB/s |    130,000 |     4,150,000 |    4.55 GB |       0
   44s |      101.0 MB/s |   108.1 MB/s |     90,000 |     4,240,000 |    4.65 GB |       0
   45s |       28.1 MB/s |   106.4 MB/s |     25,000 |     4,265,000 |    4.67 GB |       0
   46s |      123.5 MB/s |   106.7 MB/s |    110,000 |     4,375,000 |    4.80 GB |       0
   47s |       78.6 MB/s |   106.1 MB/s |     70,000 |     4,445,000 |    4.87 GB |       0
   48s |      157.1 MB/s |   107.2 MB/s |    140,000 |     4,585,000 |    5.03 GB |       0
   49s |       95.4 MB/s |   107.0 MB/s |     85,000 |     4,670,000 |    5.12 GB |       0
   50s |       95.4 MB/s |   106.7 MB/s |     85,000 |     4,755,000 |    5.21 GB |       0
   51s |       95.4 MB/s |   106.5 MB/s |     85,000 |     4,840,000 |    5.30 GB |       0
   52s |       89.8 MB/s |   106.2 MB/s |     80,000 |     4,920,000 |    5.39 GB |       0
   53s |       89.8 MB/s |   105.9 MB/s |     80,000 |     5,000,000 |    5.48 GB |       0
   54s |       95.4 MB/s |   105.7 MB/s |     85,000 |     5,085,000 |    5.57 GB |       0
   55s |       28.1 MB/s |   104.3 MB/s |     25,000 |     5,110,000 |    5.60 GB |       0
   56s |      179.6 MB/s |   105.6 MB/s |    160,000 |     5,270,000 |    5.78 GB |       0
   57s |       89.8 MB/s |   105.3 MB/s |     80,000 |     5,350,000 |    5.86 GB |       0
   58s |       16.8 MB/s |   103.8 MB/s |     15,000 |     5,365,000 |    5.88 GB |       0
   59s |      168.4 MB/s |   104.9 MB/s |    150,000 |     5,515,000 |    6.04 GB |       0
   60s |       89.8 MB/s |   104.6 MB/s |     80,000 |     5,595,000 |    6.13 GB |       0
   61s |       89.8 MB/s |   104.4 MB/s |     80,000 |     5,675,000 |    6.22 GB |       0
   62s |       95.4 MB/s |   104.3 MB/s |     85,000 |     5,760,000 |    6.31 GB |       0
   63s |       84.2 MB/s |   103.9 MB/s |     75,000 |     5,835,000 |    6.40 GB |       0
   64s |       95.4 MB/s |   103.8 MB/s |     85,000 |     5,920,000 |    6.49 GB |       0
   65s |      151.5 MB/s |   104.5 MB/s |    135,000 |     6,055,000 |    6.64 GB |       0
   66s |      112.2 MB/s |   104.7 MB/s |    100,000 |     6,155,000 |    6.75 GB |       0
   67s |      101.0 MB/s |   104.6 MB/s |     90,000 |     6,245,000 |    6.84 GB |       0
   68s |       89.8 MB/s |   104.4 MB/s |     80,000 |     6,325,000 |    6.93 GB |       0
   69s |       89.8 MB/s |   104.2 MB/s |     80,000 |     6,405,000 |    7.02 GB |       0
   70s |       89.8 MB/s |   104.0 MB/s |     80,000 |     6,485,000 |    7.11 GB |       0
   71s |       89.8 MB/s |   103.8 MB/s |     80,000 |     6,565,000 |    7.20 GB |       0
   72s |      117.9 MB/s |   104.0 MB/s |    105,000 |     6,670,000 |    7.31 GB |       0
   73s |       89.8 MB/s |   103.8 MB/s |     80,000 |     6,750,000 |    7.40 GB |       0
   74s |       89.8 MB/s |   103.6 MB/s |     80,000 |     6,830,000 |    7.49 GB |       0
   75s |       95.4 MB/s |   103.5 MB/s |     85,000 |     6,915,000 |    7.58 GB |       0
   76s |       89.8 MB/s |   103.3 MB/s |     80,000 |     6,995,000 |    7.67 GB |       0
   77s |       89.8 MB/s |   103.1 MB/s |     80,000 |     7,075,000 |    7.75 GB |       0
   78s |       89.8 MB/s |   102.9 MB/s |     80,000 |     7,155,000 |    7.84 GB |       0
   79s |       61.7 MB/s |   102.4 MB/s |     55,000 |     7,210,000 |    7.90 GB |       0
   80s |      134.7 MB/s |   102.8 MB/s |    120,000 |     7,330,000 |    8.03 GB |       0
   81s |      134.7 MB/s |   103.2 MB/s |    120,000 |     7,450,000 |    8.17 GB |       0
   82s |       11.2 MB/s |   102.1 MB/s |     10,000 |     7,460,000 |    8.18 GB |       0
   83s |      179.6 MB/s |   103.0 MB/s |    160,000 |     7,620,000 |    8.35 GB |       0
   84s |       89.8 MB/s |   102.9 MB/s |     80,000 |     7,700,000 |    8.44 GB |       0
   85s |       89.8 MB/s |   102.7 MB/s |     80,000 |     7,780,000 |    8.53 GB |       0
   86s |       89.8 MB/s |   102.6 MB/s |     80,000 |     7,860,000 |    8.62 GB |       0
   87s |       89.8 MB/s |   102.4 MB/s |     80,000 |     7,940,000 |    8.70 GB |       0
   88s |       89.8 MB/s |   102.3 MB/s |     80,000 |     8,020,000 |    8.79 GB |       0
   89s |      106.6 MB/s |   102.3 MB/s |     95,000 |     8,115,000 |    8.89 GB |       0
   90s |       84.2 MB/s |   102.1 MB/s |     75,000 |     8,190,000 |    8.98 GB |       0
   91s |      106.6 MB/s |   102.2 MB/s |     95,000 |     8,285,000 |    9.08 GB |       0
   92s |       89.8 MB/s |   102.0 MB/s |     80,000 |     8,365,000 |    9.17 GB |       0
   93s |       95.4 MB/s |   102.0 MB/s |     85,000 |     8,450,000 |    9.26 GB |       0
   94s |       89.8 MB/s |   101.8 MB/s |     80,000 |     8,530,000 |    9.35 GB |       0
   95s |       16.8 MB/s |   100.9 MB/s |     15,000 |     8,545,000 |    9.37 GB |       0
   96s |      179.6 MB/s |   101.8 MB/s |    160,000 |     8,705,000 |    9.54 GB |       0
   97s |       89.8 MB/s |   101.6 MB/s |     80,000 |     8,785,000 |    9.63 GB |       0
   98s |       56.1 MB/s |   101.2 MB/s |     50,000 |     8,835,000 |    9.68 GB |       0
   99s |      145.9 MB/s |   101.6 MB/s |    130,000 |     8,965,000 |    9.83 GB |       0
  100s |       89.8 MB/s |   101.5 MB/s |     80,000 |     9,045,000 |    9.91 GB |       0
  101s |       89.8 MB/s |   101.4 MB/s |     80,000 |     9,125,000 |   10.00 GB |       0
  102s |       89.8 MB/s |   101.3 MB/s |     80,000 |     9,205,000 |   10.09 GB |       0
  103s |       89.8 MB/s |   101.2 MB/s |     80,000 |     9,285,000 |   10.18 GB |       0
  104s |       95.4 MB/s |   101.1 MB/s |     85,000 |     9,370,000 |   10.27 GB |       0
  105s |      112.2 MB/s |   101.2 MB/s |    100,000 |     9,470,000 |   10.38 GB |       0
  106s |      106.6 MB/s |   101.3 MB/s |     95,000 |     9,565,000 |   10.48 GB |       0
  107s |       95.4 MB/s |   101.2 MB/s |     85,000 |     9,650,000 |   10.58 GB |       0
  108s |       22.4 MB/s |   100.5 MB/s |     20,000 |     9,670,000 |   10.60 GB |       0
  109s |      168.4 MB/s |   101.1 MB/s |    150,000 |     9,820,000 |   10.76 GB |       0
  110s |       89.8 MB/s |   101.0 MB/s |     80,000 |     9,900,000 |   10.85 GB |       0
  111s |       28.1 MB/s |   100.3 MB/s |     25,000 |     9,925,000 |   10.88 GB |       0
  112s |       89.8 MB/s |   100.3 MB/s |     80,000 |    10,005,000 |   10.97 GB |       0
  113s |       89.8 MB/s |   100.2 MB/s |     80,000 |    10,085,000 |   11.05 GB |       0
  114s |      162.7 MB/s |   100.7 MB/s |    145,000 |    10,230,000 |   11.21 GB |       0
  115s |      117.9 MB/s |   100.9 MB/s |    105,000 |    10,335,000 |   11.33 GB |       0
  116s |       22.4 MB/s |   100.2 MB/s |     20,000 |    10,355,000 |   11.35 GB |       0
  117s |      174.0 MB/s |   100.8 MB/s |    155,000 |    10,510,000 |   11.52 GB |       0
  118s |       89.8 MB/s |   100.7 MB/s |     80,000 |    10,590,000 |   11.61 GB |       0
  119s |       89.8 MB/s |   100.6 MB/s |     80,000 |    10,670,000 |   11.70 GB |       0
  120s |       95.4 MB/s |   100.6 MB/s |     85,000 |    10,755,000 |   11.79 GB |       0
  121s |       84.2 MB/s |   100.4 MB/s |     75,000 |    10,830,000 |   11.87 GB |       0
  122s |      101.0 MB/s |   100.5 MB/s |     90,000 |    10,920,000 |   11.97 GB |       0
  123s |       84.2 MB/s |   100.3 MB/s |     75,000 |    10,995,000 |   12.05 GB |       0
  124s |      174.0 MB/s |   100.9 MB/s |    155,000 |    11,150,000 |   12.22 GB |       0
  125s |      101.0 MB/s |   100.9 MB/s |     90,000 |    11,240,000 |   12.32 GB |       0
  126s |       22.4 MB/s |   100.3 MB/s |     20,000 |    11,260,000 |   12.34 GB |       0
  127s |      174.0 MB/s |   100.9 MB/s |    155,000 |    11,415,000 |   12.51 GB |       0
  128s |       95.4 MB/s |   100.8 MB/s |     85,000 |    11,500,000 |   12.60 GB |       0
  129s |       28.1 MB/s |   100.3 MB/s |     25,000 |    11,525,000 |   12.63 GB |       0
  130s |       95.4 MB/s |   100.2 MB/s |     85,000 |    11,610,000 |   12.73 GB |       0
  131s |       89.8 MB/s |   100.1 MB/s |     80,000 |    11,690,000 |   12.81 GB |       0
  132s |      162.7 MB/s |   100.6 MB/s |    145,000 |    11,835,000 |   12.97 GB |       0
  133s |      106.6 MB/s |   100.7 MB/s |     95,000 |    11,930,000 |   13.08 GB |       0
  134s |       78.6 MB/s |   100.5 MB/s |     70,000 |    12,000,000 |   13.15 GB |       0
  135s |      117.8 MB/s |   100.6 MB/s |    105,000 |    12,105,000 |   13.27 GB |       0
  136s |       89.8 MB/s |   100.5 MB/s |     80,000 |    12,185,000 |   13.36 GB |       0
  137s |        5.6 MB/s |    99.9 MB/s |      5,000 |    12,190,000 |   13.36 GB |       0
  138s |      101.0 MB/s |    99.9 MB/s |     90,000 |    12,280,000 |   13.46 GB |       0
  139s |       89.8 MB/s |    99.8 MB/s |     80,000 |    12,360,000 |   13.55 GB |       0
  140s |      117.8 MB/s |    99.9 MB/s |    105,000 |    12,465,000 |   13.66 GB |       0
  141s |      101.0 MB/s |    99.9 MB/s |     90,000 |    12,555,000 |   13.76 GB |       0
  142s |       78.6 MB/s |    99.8 MB/s |     70,000 |    12,625,000 |   13.84 GB |       0
  143s |      101.0 MB/s |    99.8 MB/s |     90,000 |    12,715,000 |   13.94 GB |       0
  144s |       89.8 MB/s |    99.7 MB/s |     80,000 |    12,795,000 |   14.02 GB |       0
  145s |       89.8 MB/s |    99.6 MB/s |     80,000 |    12,875,000 |   14.11 GB |       0
  146s |      101.0 MB/s |    99.7 MB/s |     90,000 |    12,965,000 |   14.21 GB |       0
  147s |       78.6 MB/s |    99.5 MB/s |     70,000 |    13,035,000 |   14.29 GB |       0
  148s |      140.3 MB/s |    99.8 MB/s |    125,000 |    13,160,000 |   14.42 GB |       0
  149s |       95.4 MB/s |    99.8 MB/s |     85,000 |    13,245,000 |   14.52 GB |       0
  150s |       78.6 MB/s |    99.6 MB/s |     70,000 |    13,315,000 |   14.59 GB |       0
  151s |      106.6 MB/s |    99.7 MB/s |     95,000 |    13,410,000 |   14.70 GB |       0
  152s |       73.0 MB/s |    99.5 MB/s |     65,000 |    13,475,000 |   14.77 GB |       0
  153s |      179.6 MB/s |   100.0 MB/s |    160,000 |    13,635,000 |   14.94 GB |       0
  154s |       89.8 MB/s |    99.9 MB/s |     80,000 |    13,715,000 |   15.03 GB |       0
  155s |       89.8 MB/s |    99.9 MB/s |     80,000 |    13,795,000 |   15.12 GB |       0
  156s |       89.8 MB/s |    99.8 MB/s |     80,000 |    13,875,000 |   15.21 GB |       0
  157s |       28.1 MB/s |    99.4 MB/s |     25,000 |    13,900,000 |   15.24 GB |       0
  158s |      179.6 MB/s |    99.9 MB/s |    160,000 |    14,060,000 |   15.41 GB |       0
  159s |       89.8 MB/s |    99.8 MB/s |     80,000 |    14,140,000 |   15.50 GB |       0
  160s |       95.4 MB/s |    99.8 MB/s |     85,000 |    14,225,000 |   15.59 GB |       0
  161s |       89.8 MB/s |    99.7 MB/s |     80,000 |    14,305,000 |   15.68 GB |       0
  162s |       89.8 MB/s |    99.7 MB/s |     80,000 |    14,385,000 |   15.77 GB |       0
  163s |       89.8 MB/s |    99.6 MB/s |     80,000 |    14,465,000 |   15.85 GB |       0
  164s |       89.8 MB/s |    99.5 MB/s |     80,000 |    14,545,000 |   15.94 GB |       0
  165s |       89.8 MB/s |    99.5 MB/s |     80,000 |    14,625,000 |   16.03 GB |       0
  166s |      112.2 MB/s |    99.5 MB/s |    100,000 |    14,725,000 |   16.14 GB |       0
  167s |       95.4 MB/s |    99.5 MB/s |     85,000 |    14,810,000 |   16.23 GB |       0
  168s |       28.1 MB/s |    99.1 MB/s |     25,000 |    14,835,000 |   16.26 GB |       0
  169s |      151.5 MB/s |    99.4 MB/s |    135,000 |    14,970,000 |   16.41 GB |       0
  170s |       89.8 MB/s |    99.4 MB/s |     80,000 |    15,050,000 |   16.50 GB |       0
  171s |       89.8 MB/s |    99.3 MB/s |     80,000 |    15,130,000 |   16.58 GB |       0
  172s |       95.4 MB/s |    99.3 MB/s |     85,000 |    15,215,000 |   16.68 GB |       0
  173s |       84.2 MB/s |    99.2 MB/s |     75,000 |    15,290,000 |   16.76 GB |       0
  174s |      123.5 MB/s |    99.3 MB/s |    110,000 |    15,400,000 |   16.88 GB |       0
  175s |      145.9 MB/s |    99.6 MB/s |    130,000 |    15,530,000 |   17.02 GB |       0
  176s |       44.9 MB/s |    99.3 MB/s |     40,000 |    15,570,000 |   17.07 GB |       0
  177s |      174.0 MB/s |    99.7 MB/s |    155,000 |    15,725,000 |   17.24 GB |       0
  178s |       89.8 MB/s |    99.6 MB/s |     80,000 |    15,805,000 |   17.32 GB |       0
  179s |       28.1 MB/s |    99.2 MB/s |     25,000 |    15,830,000 |   17.35 GB |       0
  180s |      179.6 MB/s |    99.7 MB/s |    160,000 |    15,990,000 |   17.53 GB |       0
  181s |       16.8 MB/s |    99.2 MB/s |     15,000 |    16,005,000 |   17.54 GB |       0
  182s |      179.6 MB/s |    99.7 MB/s |    160,000 |    16,165,000 |   17.72 GB |       0
  183s |      106.6 MB/s |    99.7 MB/s |     95,000 |    16,260,000 |   17.82 GB |       0
  184s |       22.4 MB/s |    99.3 MB/s |     20,000 |    16,280,000 |   17.84 GB |       0
  185s |      162.7 MB/s |    99.6 MB/s |    145,000 |    16,425,000 |   18.00 GB |       0
  186s |       67.3 MB/s |    99.5 MB/s |     60,000 |    16,485,000 |   18.07 GB |       0
  187s |      129.1 MB/s |    99.6 MB/s |    115,000 |    16,600,000 |   18.19 GB |       0
  188s |       89.8 MB/s |    99.6 MB/s |     80,000 |    16,680,000 |   18.28 GB |       0
  189s |       28.1 MB/s |    99.2 MB/s |     25,000 |    16,705,000 |   18.31 GB |       0
  190s |      101.0 MB/s |    99.2 MB/s |     90,000 |    16,795,000 |   18.41 GB |       0
  191s |       78.6 MB/s |    99.1 MB/s |     70,000 |    16,865,000 |   18.49 GB |       0
  192s |      112.2 MB/s |    99.2 MB/s |    100,000 |    16,965,000 |   18.59 GB |       0
  193s |      140.3 MB/s |    99.4 MB/s |    125,000 |    17,090,000 |   18.73 GB |       0
  194s |       39.3 MB/s |    99.1 MB/s |     35,000 |    17,125,000 |   18.77 GB |       0
  195s |      140.3 MB/s |    99.3 MB/s |    125,000 |    17,250,000 |   18.91 GB |       0
  196s |       89.8 MB/s |    99.2 MB/s |     80,000 |    17,330,000 |   18.99 GB |       0
  197s |       89.8 MB/s |    99.2 MB/s |     80,000 |    17,410,000 |   19.08 GB |       0
  198s |      101.0 MB/s |    99.2 MB/s |     90,000 |    17,500,000 |   19.18 GB |       0
  199s |       78.6 MB/s |    99.1 MB/s |     70,000 |    17,570,000 |   19.26 GB |       0
  200s |      179.6 MB/s |    99.5 MB/s |    160,000 |    17,730,000 |   19.43 GB |       0
  201s |      106.6 MB/s |    99.5 MB/s |     95,000 |    17,825,000 |   19.54 GB |       0
  202s |       22.4 MB/s |    99.1 MB/s |     20,000 |    17,845,000 |   19.56 GB |       0
  203s |      179.6 MB/s |    99.5 MB/s |    160,000 |    18,005,000 |   19.73 GB |       0
  204s |       78.6 MB/s |    99.4 MB/s |     70,000 |    18,075,000 |   19.81 GB |       0
  205s |       44.9 MB/s |    99.2 MB/s |     40,000 |    18,115,000 |   19.86 GB |       0
  206s |       95.4 MB/s |    99.2 MB/s |     85,000 |    18,200,000 |   19.95 GB |       0
  207s |       95.4 MB/s |    99.1 MB/s |     85,000 |    18,285,000 |   20.04 GB |       0
  208s |      145.9 MB/s |    99.4 MB/s |    130,000 |    18,415,000 |   20.18 GB |       0
  209s |      129.1 MB/s |    99.5 MB/s |    115,000 |    18,530,000 |   20.31 GB |       0
  210s |       22.4 MB/s |    99.1 MB/s |     20,000 |    18,550,000 |   20.33 GB |       0
  211s |      174.0 MB/s |    99.5 MB/s |    155,000 |    18,705,000 |   20.50 GB |       0
  212s |       89.8 MB/s |    99.4 MB/s |     80,000 |    18,785,000 |   20.59 GB |       0
  213s |       89.8 MB/s |    99.4 MB/s |     80,000 |    18,865,000 |   20.68 GB |       0
  214s |       89.8 MB/s |    99.4 MB/s |     80,000 |    18,945,000 |   20.77 GB |       0
  215s |       28.1 MB/s |    99.0 MB/s |     25,000 |    18,970,000 |   20.79 GB |       0
  216s |      179.6 MB/s |    99.4 MB/s |    160,000 |    19,130,000 |   20.97 GB |       0
  217s |       89.8 MB/s |    99.3 MB/s |     80,000 |    19,210,000 |   21.06 GB |       0
  218s |       89.8 MB/s |    99.3 MB/s |     80,000 |    19,290,000 |   21.14 GB |       0
  219s |       89.8 MB/s |    99.3 MB/s |     80,000 |    19,370,000 |   21.23 GB |       0
  220s |       89.8 MB/s |    99.2 MB/s |     80,000 |    19,450,000 |   21.32 GB |       0
  221s |       28.1 MB/s |    98.9 MB/s |     25,000 |    19,475,000 |   21.35 GB |       0
  222s |      140.3 MB/s |    99.1 MB/s |    125,000 |    19,600,000 |   21.48 GB |       0
  223s |       50.5 MB/s |    98.9 MB/s |     45,000 |    19,645,000 |   21.53 GB |       0
  224s |      117.8 MB/s |    98.9 MB/s |    105,000 |    19,750,000 |   21.65 GB |       0
  225s |      145.9 MB/s |    99.2 MB/s |    130,000 |    19,880,000 |   21.79 GB |       0
  226s |       50.5 MB/s |    98.9 MB/s |     45,000 |    19,925,000 |   21.84 GB |       0
  227s |      140.3 MB/s |    99.1 MB/s |    125,000 |    20,050,000 |   21.98 GB |       0
  228s |       89.8 MB/s |    99.1 MB/s |     80,000 |    20,130,000 |   22.06 GB |       0
  229s |       89.8 MB/s |    99.0 MB/s |     80,000 |    20,210,000 |   22.15 GB |       0
  230s |       95.4 MB/s |    99.0 MB/s |     85,000 |    20,295,000 |   22.24 GB |       0
  231s |       84.2 MB/s |    99.0 MB/s |     75,000 |    20,370,000 |   22.33 GB |       0
  232s |      134.7 MB/s |    99.1 MB/s |    120,000 |    20,490,000 |   22.46 GB |       0
  233s |      134.7 MB/s |    99.3 MB/s |    120,000 |    20,610,000 |   22.59 GB |       0
  234s |       56.1 MB/s |    99.1 MB/s |     50,000 |    20,660,000 |   22.64 GB |       0
  235s |      134.7 MB/s |    99.2 MB/s |    120,000 |    20,780,000 |   22.78 GB |       0
  236s |       89.8 MB/s |    99.2 MB/s |     80,000 |    20,860,000 |   22.86 GB |       0
  237s |       95.4 MB/s |    99.2 MB/s |     85,000 |    20,945,000 |   22.96 GB |       0
  238s |       95.4 MB/s |    99.2 MB/s |     85,000 |    21,030,000 |   23.05 GB |       0
  239s |       89.8 MB/s |    99.1 MB/s |     80,000 |    21,110,000 |   23.14 GB |       0
  240s |      101.0 MB/s |    99.1 MB/s |     90,000 |    21,200,000 |   23.24 GB |       0
  241s |       89.8 MB/s |    99.1 MB/s |     80,000 |    21,280,000 |   23.32 GB |       0

--- POSTGRESQL SUMMARY ---
  Target:       1000 MB/s
  Actual Avg:   99.1 MB/s  (10% of target)
  Total Data:   23.32 GB
  Total Rows:   21,280,000
  Errors:       0
  Duration:     241.0s
  Status:       FAIL


JSON_RESULT:{"engine": "postgresql", "target_mbps": 1000, "actual_mbps": 99.5, "achieved_pct": 10.0, "total_gb": 23.32, "total_rows": 21280000, "errors": 0, "duration_sec": 240, "workers": 16, "status": "FAIL", "timestamp": "2026-03-12T04:34:04.356321"}
Cooldown 15s...

>>> mysql @ 1000 MB/s (240s)

[2026-03-12T04:34:19.459075] Starting mysql benchmark at 1000 MB/s with 16 workers for 240s
[MySQL] Created benchmark_data on aurora-bench-mysql.cluster-chmyywwu8h83.us-east-2.rds.amazonaws.com

==========================================================================================
  MYSQL BENCHMARK  |  Target: 1000 MB/s  |  Duration: 240s
==========================================================================================
  Time |  Instant MB/s |   Avg MB/s |     Rows/s |    Total Rows |  Total GB |  Errors
--------------------------------------------------------------------------------------
    1s |        0.0 MB/s |     0.0 MB/s |          0 |             0 |    0.00 GB |       0
    2s |      133.5 MB/s |    66.7 MB/s |     80,000 |        80,000 |    0.13 GB |       0
    3s |      150.2 MB/s |    94.6 MB/s |     90,000 |       170,000 |    0.28 GB |       0
    4s |      141.9 MB/s |   106.4 MB/s |     85,000 |       255,000 |    0.42 GB |       0
    5s |      133.5 MB/s |   111.8 MB/s |     80,000 |       335,000 |    0.55 GB |       0
    6s |      150.2 MB/s |   118.2 MB/s |     90,000 |       425,000 |    0.69 GB |       0
    7s |      141.9 MB/s |   121.6 MB/s |     85,000 |       510,000 |    0.83 GB |       0
    8s |      141.9 MB/s |   124.1 MB/s |     85,000 |       595,000 |    0.97 GB |       0
    9s |      150.2 MB/s |   127.0 MB/s |     90,000 |       685,000 |    1.12 GB |       0
   10s |      141.9 MB/s |   128.5 MB/s |     85,000 |       770,000 |    1.25 GB |       0
   11s |      141.9 MB/s |   129.7 MB/s |     85,000 |       855,000 |    1.39 GB |       0
   12s |      141.9 MB/s |   130.7 MB/s |     85,000 |       940,000 |    1.53 GB |       0
   13s |      133.5 MB/s |   130.9 MB/s |     80,000 |     1,020,000 |    1.66 GB |       0
   14s |      141.9 MB/s |   131.7 MB/s |     85,000 |     1,105,000 |    1.80 GB |       0
   15s |      150.2 MB/s |   132.9 MB/s |     90,000 |     1,195,000 |    1.95 GB |       0
   16s |      158.5 MB/s |   134.5 MB/s |     95,000 |     1,290,000 |    2.10 GB |       0
   17s |      141.9 MB/s |   135.0 MB/s |     85,000 |     1,375,000 |    2.24 GB |       0
   18s |      150.2 MB/s |   135.8 MB/s |     90,000 |     1,465,000 |    2.39 GB |       0
   19s |      158.5 MB/s |   137.0 MB/s |     95,000 |     1,560,000 |    2.54 GB |       0
   20s |      141.9 MB/s |   137.3 MB/s |     85,000 |     1,645,000 |    2.68 GB |       0
   21s |      141.9 MB/s |   137.5 MB/s |     85,000 |     1,730,000 |    2.82 GB |       0
   22s |      150.2 MB/s |   138.1 MB/s |     90,000 |     1,820,000 |    2.97 GB |       0
   23s |      150.2 MB/s |   138.6 MB/s |     90,000 |     1,910,000 |    3.11 GB |       0
   24s |      158.5 MB/s |   139.4 MB/s |     95,000 |     2,005,000 |    3.27 GB |       0
   25s |      141.9 MB/s |   139.5 MB/s |     85,000 |     2,090,000 |    3.41 GB |       0
   26s |      158.5 MB/s |   140.2 MB/s |     95,000 |     2,185,000 |    3.56 GB |       0
   27s |      150.2 MB/s |   140.6 MB/s |     90,000 |     2,275,000 |    3.71 GB |       0
   28s |      158.5 MB/s |   141.2 MB/s |     95,000 |     2,370,000 |    3.86 GB |       0
   29s |      141.9 MB/s |   141.3 MB/s |     85,000 |     2,455,000 |    4.00 GB |       0
   30s |      141.9 MB/s |   141.3 MB/s |     85,000 |     2,540,000 |    4.14 GB |       0
   31s |      166.9 MB/s |   142.1 MB/s |    100,000 |     2,640,000 |    4.30 GB |       0
   32s |      150.2 MB/s |   142.4 MB/s |     90,000 |     2,730,000 |    4.45 GB |       0
